Tipo de contrato,Procedimiento de adjudicación,Criterios de adjudicación,Entidad impulsora,Duración del contrato,Importe de adjudicación,Presupuesto sin IVA,¿Caracter plurianual?,CPV,División en lotes,Nº de licitadores presentados,¿UTE?
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,32828.88,47500.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,168782.9,215000.0,0,42,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,467319.99999999994,667600.0,0,80,1,Más de 20 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,194071.5,231477.74,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,457000.0,491640.0,0,80,0,Menos de 5 licitadores,0
Suministros,Abierto supersimplificado,Mejor precio,Educación,Menos de 1 año,41363.0,52865.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,1-3 años,25499.0,45000.0,0,71,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,335676.01,423506.5,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,50000.0,60500.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,45000.0,60000.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,100000.0,121000.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,30000.0,40000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,60000.0,60672.0,0,77,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,1-3 años,661157.02,800000.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Presidencia del Gobierno - Lehendakaritza,Menos de 1 año,45000.0,54450.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,Presidencia del Gobierno - Lehendakaritza,1-3 años,17355.37,21000.0,0,50,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,684642.71,862909.45,0,45,0,10-15 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,37850.0,50000.0,0,79,0,10-15 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Turismo, Comercio y Consumo",Menos de 1 año,16800.0,17400.0,0,71,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,1-3 años,41322.31,50000.0,0,22,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Salud,Menos de 1 año,59799.36,72357.23,0,33,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Salud,Menos de 1 año,222000.0,230880.0,0,33,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,506715.0,672715.0,0,33,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,368965.0,622390.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,35000.0,35700.0,0,80,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,828750.0,1235475.0,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Salud,1-3 años,39169.44,47868.6,0,90,0,5-10 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,Salud,Menos de 1 año,37337.0,45177.77,0,50,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,Salud,Menos de 1 año,38838.7,38839.0,0,50,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Otros,Salud,Menos de 1 año,30476.02,36875.98,0,50,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Salud,Menos de 1 año,17750.0,21477.5,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Salud,Menos de 1 año,29700.0,41000.0,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Pluralidad de criterios,Salud,Menos de 1 año,61165.272,87378.96,0,38,1,5-10 licitadores,0
Suministros,Abierto,Mejor precio,Salud,Menos de 1 año,259840.34999999998,371200.5,0,38,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,261477.167,373538.81,0,33,1,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,237130.72,272979.06,0,33,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,217251.44,310359.2,0,42,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,85562.84,103531.04,0,33,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,43400.0,58500.0,0,79,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,177180.0,188340.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,281818.18,341000.0,0,50,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,18000.0,25537.0,0,30,1,5-10 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,35000.0,42350.0,0,39,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,76859.0,93000.0,0,30,1,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,35620.0,43100.0,0,30,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,27394.0,33147.0,0,30,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,27627.0,87033.0,0,30,1,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,50000.0,110743.81,0,63,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,31305.0,33057.84,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,306611.564,438016.52,0,50,1,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,68241.0,76859.48,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,128470.58,174162.42,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,68006.4,97152.0,0,50,1,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,221064.99,274150.0,0,45,0,5-10 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,36000.0,43560.0,0,39,0,10-15 licitadores,0
Obras,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,Menos de 1 año,213452.77,280556.32,0,45,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,186776.86,226000.0,0,30,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,461568.28,497065.35,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,40230.0,118181.83,0,77,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,16333.0,41115.7,0,50,1,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,3-6 años,553983.472,791404.96,0,34,1,5-10 licitadores,0
Obras,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,300000.0,413223.14,0,45,1,10-15 licitadores,0
Suministros,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,96153.0,96153.85,0,22,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,33878.19,56361.4,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,26828.88,39600.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,42950.0,57851.23,0,79,0,5-10 licitadores,1
Obras,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,777781.93,839482.73,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,85090.91,99173.55,1,79,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,62500.0,66488.28,0,39,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,135000.0,180000.0,1,79,0,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,31850.0,45000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,109917.35999999999,157024.8,1,71,0,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,66205.71,86858.13,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,35000.0,50000.0,0,71,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,733000.0,886930.0,0,79,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Planificación Territorial, Vivienda y Transportes",1-3 años,24086.0,30735.37,0,71,0,Menos de 5 licitadores,0
Otros,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",Menos de 1 año,100000.0,100000.0,0,66,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,303000.0,400000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",3-6 años,102800.0,105000.0,0,90,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,76000.0,95000.0,0,79,0,5-10 licitadores,0
Obras,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,52274.0,72000.0,0,45,0,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,39670.8,79000.0,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,58092.82,84192.5,0,71,0,Menos de 5 licitadores,1
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31966.59,39905.29,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,34790.0,39800.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,23500.0,26000.0,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,375875.51,408560.33,0,45,0,Menos de 5 licitadores,1
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,128000.0,160000.0,0,71,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,24100.0,35000.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,33886.33,39996.44,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37200.0,39966.2,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,16900.0,17907.4,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,21436.1,30623.0,0,18,0,10-15 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,38750.0,39999.0,0,45,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,32435.21,39990.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,48000.0,80000.0,0,71,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,26770.0,39999.99,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Otros,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37250.0,39994.0,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,77355.37,85950.41,0,90,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,19995.0,29752.05,1,71,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,67341.07,138600.0,1,71,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,301699.1,318046.0,1,79,0,Menos de 5 licitadores,0
Obras,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,460709.81,649159.95,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37905.0,39900.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,22971.26,25809.95,0,45,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,39683.0,39999.99,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31265.644628099173,39900.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,28265.000000000004,39999.0,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,31010.0,34850.0,0,45,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,22898.537190082647,25162.15,0,45,0,5-10 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,37725.0,39900.0,0,45,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,49503.0,58000.0,0,90,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,24000.0,30000.0,0,90,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,38097.88,48393.32,0,45,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,16223.92,21790.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,115000.0,120000.0,1,71,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,25397.69,39978.8,0,45,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,25898.0,33050.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,115000.0,120000.0,1,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,154800.0,157024.0,1,90,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,543648.99,805389.18,0,45,0,10-15 licitadores,0
Suministros,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,228305.65,339418.41,0,31,0,10-15 licitadores,0
Suministros,Abierto Simplificado,Otros,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,76645.5,77592.44,0,45,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,749935.41,1029953.16,0,45,0,5-10 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,17507.44,21184.0,0,79,0,Menos de 5 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,147639.15,211347.54,0,45,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,123966.94,150000.0,0,50,0,5-10 licitadores,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,86113.0,244198.34,0,60,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,28450.0,40000.0,0,79,0,5-10 licitadores,0
Obras,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,433300.04,564505.71,0,45,0,5-10 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,82644.63,100000.0,0,42,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,34762.5,69862.5,0,55,1,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,42500.0,51425.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,88416.0,279840.0,0,50,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,126657.398,180939.14,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,70210.0,100300.0,0,92,1,5-10 licitadores,0
Suministros,Abierto Simplificado,Mejor precio,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,49586.78,60000.0,0,31,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,205430.0,233442.15,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,38752.0,55360.0,1,90,1,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,"Igualdad, Justicia y Políticas Sociales",1-3 años,36363.54,36363.64,0,65,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,60000.0,72600.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto Simplificado,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,60000.0,72600.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,375200.0,536000.0,0,55,0,Menos de 5 licitadores,0
Servicios,Abierto supersimplificado,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,18000.0,19071.38,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Turismo, Comercio y Consumo",Menos de 1 año,21075.0,24793.39,0,73,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,378000.0,420000.0,1,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Cultura y Política Lingüística,1-3 años,92813.44,119323.66,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,1-3 años,57200.0,69212.0,0,18,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,111982.5,150341.25,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Planificación Territorial, Vivienda y Transportes",1-3 años,58500.0,70710.0,0,90,0,5-10 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,180000.0,217800.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,72087.5,125000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Negociado Sin Publicidad,Mejor precio,Seguridad,Menos de 1 año,57600.0,59400.0,0,32,0,Menos de 5 licitadores,0
Servicios,Abierto,Mejor precio,Economía y Hacienda,1-3 años,134000.0,231404.96,0,79,0,Menos de 5 licitadores,0
Suministros,Abierto,Mejor precio,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,80000.0,247933.88,0,38,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,138842.98,165289.26,1,71,0,Menos de 5 licitadores,1
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,350800.0,424468.0,0,32,0,Menos de 5 licitadores,0
Obras,Abierto,Mejor precio,Educación,Menos de 1 año,292072.77,348528.85,0,45,0,5-10 licitadores,0
Suministros,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,30800.0,34500.0,0,32,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",1-3 años,175000.0,250000.0,1,90,1,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Más de 6 años,168000.0,240000.0,0,71,0,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,25812.0,30543.55,0,03,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Salud,Menos de 1 año,120900.0,155000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,708118.6,1011598.0,0,80,1,Menos de 5 licitadores,0
Suministros,Derivado de Acuerdo Marco,Mejor precio,Seguridad,Menos de 1 año,26325.54,30993.55,0,03,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Seguridad,Menos de 1 año,183000.0,185600.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",1-3 años,15750.0,16550.0,0,79,0,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,22238.4,25125.0,0,45,0,5-10 licitadores,0
Obras,Abierto,Mejor precio,Seguridad,Menos de 1 año,137660.586,196657.98,0,45,1,5-10 licitadores,0
Servicios,Abierto,Mejor precio,Gobernanza Pública y Autogobierno,1-3 años,229752.07,229834.71,0,98,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,35749.0,65000.0,0,71,0,10-15 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,94500.0,135000.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,57000.0,71876.0,0,71,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Educación,Menos de 1 año,47589.0,90000.0,0,71,0,10-15 licitadores,1
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,1-3 años,83127.0,95100.0,0,50,1,Menos de 5 licitadores,0
Obras,Derivado de Acuerdo Marco,Mejor precio,"Desarrollo Económico, Sostenibilidad y Medio Ambiente",Menos de 1 año,18453.16,29431.76,0,45,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,52500.0,75000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Negociado Sin Publicidad,Mejor precio,Trabajo y Empleo,1-3 años,60000.0,60300.0,0,72,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,Gobernanza Pública y Autogobierno,Menos de 1 año,42000.0,60000.0,0,79,0,Menos de 5 licitadores,0
Servicios,Abierto,Pluralidad de criterios,"Igualdad, Justicia y Políticas Sociales",Menos de 1 año,29052.0,30000.0,0,79,0,5-10 licitadores,0
